"","x"
"169",0.0524214710683596
"170",0.0534982899987403
"171",0.307021376013474
"172",0.83573778110681
"173",0.158246656173814
"174",0.0102304493164363
"175",0.156567688473084
"176",0.0539837191820463
"177",0.0395578006933779
"178",0.36748459254018
"179",0.00311754034935886
"180",0.102699702951197
"181",0.259065184175339
"182",0.0313726358237649
"183",0.514724409575249
"184",0.063178238523902
"185",0.0116571002564527
"186",0.0113636932016524
"187",0.00419478439409653
"188",0.0159640078359773
"189",0.0380008827051636
"190",0.00507110253258103
"191",0.00953573851565684
"192",0.0280128140563831
"193",0.783750535672326
"194",0.000124667479484442
"195",0.0228632955103354
"196",0.609485606971181
"197",0.182279917968102
"198",0.00121714637215237
"199",0.0337398871437036
"200",0.0360513323528109
"201",0.216643378088256
"202",0.0450330215870015
"203",0.0364402696707948
"204",0.46098121743772
"205",0.703912385155098
"206",0.00813886065388072
"207",0.125484926097628
"208",0.459486638693957
"209",0.0141015212934547
"210",0.0151729292082689
"211",0.0706511918071951
"212",0.0130389512360219
"213",0.0911798477395131
"214",0.0153915833476081
"215",0.369811668221458
"216",0.163477617805828
"217",0.623557817851597
"218",0.0712761397634086
"219",0.0110736727643793
"220",0.01049515141424
"221",0.0960274080994057
"222",0.0675880474991728
"223",0.0777284734594099
"224",0.00876540756970157
"225",0.00386346748039006
"226",0.0558393973835754
"227",0.127123844723863
"228",0.0110503947660779
"229",0.097967384496484
"230",0.540406045323793
"231",0.282609544903118
"232",0.00412524793899222
"233",0.159522389706913
"234",0.00332275026345147
"235",0.633138973330837
"236",0.0385295553752186
"237",0.248216051435821
"238",0.0988381961281659
"239",0.0456678546211994
"240",0.600452942313213
"241",0.0252517087146938
"242",0.0435950185488056
"243",0.0902887544251598
"244",0.0619863566717409
"245",0.00263483903088538
"246",0.0558603570005161
"247",0.0232187738217805
"248",0.0555749348058816
"249",0.0535555120325609
"250",0.0133416551608755
"251",0.0415109668183422
"252",0.00362035777651514
"253",0.162413222696399
"254",0.297026706819657
"255",0.0078071206366729
"256",0.00310915686653866
"257",0.11599218385356
"258",0.000832217423391597
"259",0.129217213647441
"260",0.489102545102543
"261",0.262112815209112
"262",0.00827235076677488
"263",0.284120422051498
"264",0.270198744886137
"265",0.48695335971302
"266",0.166027387113789
"267",0.0479718335666115
"268",0.00160758795266485
"269",0.0443877116770547
"270",0.00885430454637061
"271",0.12876199810909
"272",0.312463874611547
"273",0.00592507597060778
"274",0.0185772764366698
"275",0.15201039363406
"276",0.00821986467888495
"277",0.046358188125145
"278",0.194017467184547
"279",0.0175866826464646
"280",0.00336155354068537
"281",0.00399593762345025
"282",0.0178584063052244
"283",0.309520889116992
"284",0.245789941782114
"285",0.599880369024472
"286",0.0115169520539992
"287",0.536123157697293
"288",0.0336345605009469
"289",0.505014856275933
"290",0.00211517730948086
"291",0.196082187432848
"292",0.13028350320861
"293",0.0639078322363158
"294",0.462226496560637
"295",0.1378289356057
"296",0.0214413888785027
"297",0.346324655055469
"298",0.0278830889732202
"299",0.0771150027237628
"300",0.0146469518971025
"301",0.0291416356413467
"302",0.554826500332283
"303",0.0320287283678866
"304",0.0326070428426089
"305",0.00079786573326401
"306",0.0872861542761586
"307",0.0305868293298618
"308",0.0371757789712992
"309",0.012250878282386
"310",0.0722685605015819
"311",0.362036305911653
"312",0.155766846159654
"313",0.135038134822095
"314",0.0407089184497807
"315",0.0866606782678833
"316",0.111042493468781
"317",0.195199799899939
"318",0.209418932318897
"319",0.276567311150949
"320",0.269484605101032
"321",0.317940888777649
"322",0.00275585202231881
"323",0.0917777212016278
"324",0.648081425159731
"325",0.00428138496220886
"326",0.0264158363775139
"327",0.0453726869768056
"328",0.416424820556115
"329",0.248887701590673
"330",0.00496014162554124
"331",0.0563037047260165
"332",0.0666630849299492
"333",0.0186623308655908
"334",0.155181348997085
"335",0.0260237038337912
"336",0.139031555041054
"337",0.783242267766171
"338",0.160935889041115
"339",0.00277931542566071
"340",0.048259921110769
"341",0.0133842413717365
"342",0.0907689137858098
"343",0.120747265509244
"344",0.2330031353548
"345",0.00489040159492816
"346",0.0215889322293624
"347",0.145039598993084
"348",0.836573371043728
"349",0.0530521677081238
"350",0.00890323909947917
"351",0.200674276675773
"352",0.0332260597350917
"353",0.182581243076132
"354",0.157936123505555
"355",0.190776340429186
"356",0.0364394434424416
"357",0.0732427280874023
"358",0.928129008547313
"359",0.0280755358561698
"360",0.192579535820138
"361",0.00345692053597643
"362",0.0864459047828669
"363",0.102255534233828
"364",0.75553169512712
"365",0.0312387243406004
"366",0.00495175499395129
"367",0.245464096519226
"368",0.00727395960842419
"369",0.364579286904233
"370",0.30809770072104
"371",0.528648188944359
"372",0.112218510249061
"373",0.277693799264654
"374",0.073832745032503
"375",0.0506592756843368
"376",0.0689156984475251
"377",0.0350363958080586
"378",0.0122095395761061
"379",0.690254690281571
"380",0.0206893013501357
"381",0.0441859072159265
"382",0.378989915240055
"383",0.060448464669107
"384",0.0992276509956624
"385",0.0500914554217931
"386",0.716711681937511
"387",0.0659881327783872
"388",0.0109861822288708
"389",0.0655751655122962
"390",0.230962079819039
"391",0.0117157964346623
"392",0.0840020466641103
"393",0.00702838512558617
"394",0.0426190127164233
"395",0.0165983067148757
"396",0.263324463073306
"397",0.029339329722048
"398",0.404932599847125
"399",0.176981403564342
"400",0.096612120008813
"401",0.0999905740070258
"402",0.0190093705605991
"403",0.105846082141586
"404",0.0369831248208649
"405",0.0915778165393664
"406",0.158317257088679
"407",0.0128235282887367
"408",0.00936672809526965
"409",0.0035413159190207
"410",0.0145986276062059
"411",0.0110937582219622
"412",0.025533195368328
"413",0.00433216090959732
"414",0.00205773757022479
"415",0.753563611124082
"416",0.254993732893924
"417",0.351415696566433
"418",0.00473871626172867
"419",0.0292530942652937
"420",0.0183536802960577
"421",0.0304740713837621
"422",0.303242281789323
"423",0.318139827424895
"424",0.024341073703687
"425",0.0721605703407754
"426",0.0323817368779419
"427",0.0176949104299127
"428",0.0727104221806495
"429",0.00231156676997146
"430",0.0199744896414963
"431",0.33428427054809
"432",0.147133405964761
"433",0.00682318379752322
"434",0.0673823011040121
"435",0.00125398319806291
"436",0.415917970073757
"437",0.189185119662241
"438",0.297110432787755
"439",0.168157230859987
"440",0.307158040212988
"441",0.627388099845288
"442",0.137090482606849
"443",0.017071205817143
"444",0.463154862652442
"445",0.0275311197988995
"446",0.028872904967992
"447",0.00967083884898776
"448",0.11936573686209
"449",0.0140907676412593
"450",0.064469186122684
"451",0.236412225605443
"452",0.0724991760113477
"453",0.0183332783482594
"454",0.545945971781007
"455",0.00569457471872348
"456",0.00591209425974156
"457",0.0611814426275611
"458",0.931967135959395
"459",0.117176126994104
"460",0.279048263451557
"461",0.209577548981978
"462",0.0371957437348278
"463",0.0287469062919899
"464",0.984189417005419
"465",0.00327965553372077
"466",0.0140835755646078
"467",0.0539358368729694
"468",0.0079398252423096
"469",0.0874225252051565
"470",0.0409508650412735
"471",0.157543167438948
"472",0.00567965170567168
"473",0.0288352454590184
"474",0.006967043874535
"475",0.0957020961848487
"476",0.0165471573304608
"477",0.149581215133456
"478",0.0143189299063181
"479",0.317382762593316
"480",0.147223132535667
"481",0.847886021639129
"482",0.102946969422713
"483",0.278937197793598
"484",0.386414370442861
"485",0.00258275119140782
"486",0.0093035876316836
"487",0.149935174421399
"488",0.0994031302451224
"489",0.00165522467806396
"490",0.05236137323245
"491",0.121345155731444
"492",0.386504963737211
"493",0.108858671256672
"494",0.261847766988118
"495",0.297693256675766
"496",0.0484435754995519
"497",0.45161480744373
"498",0.0662376702318783
"499",0.0180286295178121
"500",0.0142802757980327
"501",0.0741785986019865
"502",0.0384299253554708
"503",0.0276038075726791
"504",0.00878342140293131
"505",0.219993319039073
"506",0.147020840117928
"507",0.00619416784864135
"508",0.0313170273388103
"509",0.14068228828447
"510",0.0115444263582246
"511",0.0283476499844299
"512",0.105843533920559
"513",0.188598696344795
"514",0.346693427706995
"515",0.820617910967986
"516",0.0606810058239342
"517",0.043397379555494
"518",0.00642039647933597
"519",0.0438697426982986
"520",0.0417340549341897
"521",0.019202655338716
"522",0.0206091816018142
"523",0.0815498499757418
"524",0.0335187794271903
"525",0.033884226619496
"526",0.708647318594496
"527",0.0181722214205707
"528",0.0390371932176037
"529",0.293685820278717
"530",0.00873504587917184
"531",0.00712095511771848
"532",0.00410095234895947
"533",0.0945729507518582
"534",0.484901057185648
"535",0.00108475319426068
"536",0.00817633679991536
"537",0.510012593536417
"538",0.0077581423296022
"539",0.0140184351475066
"540",0.121603695568492
"541",0.758784918444783
"542",0.0223995313721694
"543",0.106791569912644
"544",0.446569107665597
"545",0.0963495048479515
"546",0.0685557345931599
"547",0.244661872863037
"548",0.28554398711489
"549",0.125803668599479
"550",0.0256619272855082
"551",0.0183119296485274
"552",0.0424359226056468
"553",0.00979552089848153
"554",0.221692252556606
"555",0.372414196467951
"556",0.0353017807235754
"557",0.0108669134916473
"558",0.00333024699614193
"559",0.127070508568526
"560",0.638478887723855
"561",0.0209718040734445
"562",0.0178651985066201
"563",0.161441380195007
"564",0.0637794193547325
"565",0.657884808356497
"566",0.0448415812786125
"567",0.476640484662771
"568",0.0130673591518533
"569",0.12958676080566
"570",0.307601412164033
"571",0.00463006970801394
"572",0.532718324787801
"573",0.0935914565518654
"574",0.186891807545654
"575",0.0209585624329046
"576",0.135147366273989
"577",0.0953437750074775
"578",0.0648938961914786
"579",0.395204503397143
"580",0.0598235304317692
"581",0.171159336548962
"582",0.0701550111005845
"583",0.00408440500680723
"584",0.0900470497051275
"585",0.0165526559549389
"586",0.28066079929529
"587",0.0535999433947726
"588",0.18702275521987
"589",0.00072308518317229
"590",0.697064753599254
"591",0.00212608077226483
"592",0.460428884943009
"593",0.0269866472186448
"594",0.0115415858281589
"595",0.013008180929139
"596",0.068796765448981
"597",0.0162931639463781
"598",0.019715706982388
"599",0.190912397285901
"600",0.313697080858838
"601",0.00715641886038604
"602",0.722204415540861
"603",0.353355188126256
"604",0.119704609913616
"605",0.028476797908646
"606",0.0838177205506176
"607",0.161797624901016
"608",0.0229755937911659
"609",0.0811478602456574
"610",0.0275893969237404
"611",0.0417890768355137
"612",0.00796312857554574
"613",0.274733735151919
"614",0.0257498479805694
"615",0.447193941330586
"616",0.00456164331460742
"617",0.0119585334317442
"618",0.098569190303796
"619",0.281750538660132
"620",0.0465599415532397
"621",0.19772388419909
"622",0.0829629634396427
"623",0.0913381032963616
"624",0.112298404834351
"625",0.1515558217016
"626",0.0545949652228934
"627",0.00781104008246739
"628",0.00965716929438109
"629",0.0689989544977846
"630",0.0300011351381574
"631",0.0423979586432332
"632",0.125945440247469
"633",0.437369939621092
"634",0.0840568847461697
"635",0.201276111670031
"636",0.0387734147462193
"637",0.530287040478379
"638",0.00687765118461932
"639",0.312010077782582
"640",0.0260216546382986
"641",0.0744070396418133
"642",0.0415709435402353
"643",0.14199778136739
"644",0.0586342223856801
"645",0.102187269780054
"646",0.495729191321763
"647",0.0112998704413141
"648",0.0711518748759457
"649",0.221235074311864
"650",0.00805485749606225
"651",0.0128796937655555
"652",0.0702877688780215
"653",0.525545350368131
"654",0.00185380351690936
"655",0.0110233967638027
"656",0.0778047815209124
"657",0.94335157913913
"658",0.0198868474995104
"659",0.312603225144998
"660",0.165198641846961
"661",0.802635305549384
"662",0.0282543732143234
"663",0.270119694432901
"664",0.158326355960541
"665",0.128936606943623
"666",0.760858580321847
"667",0.0563097987146017
"668",0.61564757568436
"669",0.0177965364526897
"670",0.525931343511997
"671",0.130164754905036
"672",0.126073566629837
"673",0.304010023692211
"674",0.725789546333251
"675",0.0220415205548473
"676",0.116292947111231
"677",0.0318615664965689
"678",0.0359403616896807
"679",0.0575633011143253
"680",0.0105043687565883
"681",0.0700732800879264
"682",0.0041507440555598
"683",0.0468278915332545
"684",0.824620571774344
"685",0.300343796637026
"686",0.51362613357102
"687",0.352717492293226
"688",0.044130017639134
"689",0.955353626115204
"690",0.700265408941778
"691",0.0590385492521503
"692",0.6075260942063
"693",0.00632548726998618
"694",0.127631934316305
"695",0.0787819452639499
"696",0.310785205902574
"697",0.0537957164072402
"698",0.125740949050137
"699",0.0834433364172906
"700",0.00603554455551567
"701",0.138361245840883
"702",0.00466714571734311
"703",0.0281702172453554
"704",0.130905611614995
"705",0.0195623356720886
"706",0.0311369049269816
"707",0.300163269945345
"708",0.0250554898367263
"709",0.00854596463748363
"710",0.524666437049114
"711",0.0281526204234246
"712",0.668901361171021
"713",0.186049519316946
"714",0.00179942649709432
"715",0.000700915228282064
"716",0.0591858781340802
"717",0.00665307967985043
"718",0.276606584573822
"719",0.311112520352187
"720",0.241957325797505
"721",0.705368004215307
"722",0.026038076404124
"723",0.0741828269800165
"724",0.0112160213542556
"725",0.00683305303409092
"726",0.634359923692385
"727",0.0174765020660246
"728",0.0453713609236468
"729",0.009838665838662
"730",0.0494110767975415
"731",0.0184462306866756
"732",0.936555572379798
"733",0.42728106674489
"734",0.00268061110365977
"735",0.496908430284909
"736",0.0375798773099041
"737",0.0609823091217613
"738",0.0474533266857064
"739",0.000766044035050323
"740",0.00736815585897307
"741",0.0483009135819322
"742",0.022751833213862
"743",0.208148135508346
"744",0.0455078927387382
"745",0.698633649906434
"746",0.102227242552477
"747",0.00177087223742964
"748",0.575085744540219
"749",0.582077908201001
"750",0.0138838436427767
"751",0.0344255063961214
"752",0.0038538460901442
"753",0.0751015616738478
"754",0.146033423769285
"755",0.123500977760981
"756",0.00286245014683808
"757",0.223268065821677
"758",0.00613196131391752
"759",0.153108834911119
"760",0.302544236716192
"761",0.0519053094262012
"762",0.56414469185101
"763",0.782449264954357
"764",0.4548254276225
"765",0.209350249861609
"766",0.0528975331310511
"767",0.0180521183834156
"768",0.045930937411008
"769",0.197334481186153
"770",0.0271382144202225
"771",0.00118768582069871
"772",0.0322761038943556
"773",0.013127247667361
"774",0.0450379695367478
"775",0.031388891688678
"776",0.0490502728709257
"777",0.668007262848043
"778",0.65937857794268
"779",0.199955838025788
"780",0.186540839474573
"781",0.320057018134706
"782",0.229237829880041
"783",0.0283243074430035
"784",0.00564009584658188
"785",0.0187821984920877
"786",0.0102987126774734
"787",0.0332803227190061
"788",0.00584723572400638
"789",0.0130734688124588
"790",0.0584426669719592
"791",0.00896563855498157
"792",0.500787622816296
"793",0.205392803101999
"794",0.137247197555625
"795",0.174303989522734
"796",0.0720670923580692
"797",0.106471988951682
"798",0.401094130902003
"799",0.906775090840578
"800",0.00309043558013438
"801",0.580120884601196
"802",0.617978554684709
"803",0.0251060869523035
"804",0.0103256090757794
"805",0.00360019071885564
"806",0.00857013673495471
"807",0.0293017658605725
"808",0.168237777629558
"809",0.0240874935936632
"810",0.00219088449244344
"811",0.012404956202891
"812",0.276675732857584
"813",0.0870936446020058
"814",0.0046867318948578
"815",0.050044395623982
"816",0.250689498656679
"817",0.173288843283443
"818",0.0348460080787411
"819",0.148058094436071
"820",0.254708102161583
"821",0.0355266838469687
"822",0.0382532645165497
"823",0.0368777805936434
"824",0.00691164145002049
"825",0.742218605867078
"826",0.0754680342702692
"827",0.00379494392331985
"828",0.270560403222356
"829",0.137205721203783
"830",0.830191836979378
"831",0.78874913403058
"832",0.19583661463403
"833",0.0378358809534873
"834",0.0245031241326452
"835",0.0317403674551189
"836",0.117367596357143
"837",0.237714064721654
"838",0.0580610626459929
"839",0.781385774545149
"840",0.103514541881654
"841",0.20520066158568
"842",0.138104658937294
"843",0.616287565077432
"844",0.0290265309857871
"845",0.0316305053970967
"846",0.4885807533546
"847",0.011342451655874
"848",0.069812589333362
"849",0.113252903242352
"850",0.616090825763043
"851",0.0395564462287836
"852",0.0029188428831036
"853",0.0404091564530234
"854",0.129323138591362
"855",0.274981729421568
"856",0.00548304010752971
"857",0.650817122039269
"858",0.0966001643409779
"859",0.00244775734072524
"860",0.659717258613199
"861",0.403525219745858
"862",0.0595218077304447
"863",0.103825671884672
"864",0.015048288579525
"865",0.525182569063437
"866",0.0731302735650182
"867",0.173577136045117
"868",0.00389713606055523
"869",0.0571621439029334
"870",0.0183651962256896
"871",0.196722147009264
"872",0.277571196901541
"873",0.188785211316053
"874",0.079308406441607
"875",0.0278246703459376
"876",0.0200910301000501
"877",0.122095881972178
"878",0.00180910092264364
"879",0.0131133467092233
"880",0.0548366255430946
"881",0.246551754418311
"882",0.222162428636168
"883",0.074034431537806
"884",0.00902688301647841
"885",0.168507122821495
"886",0.0521567400521105
"887",0.0913981542234553
"888",0.34086571821333
"889",0.111498719273697
"890",0.484532016804106
"891",0.00600127736350249
"892",0.00213333055907166
"893",0.540073435487835
"894",0.00712180236291059
"895",0.0023277946431594
"896",0.355973863181543
"897",0.20679979503675
"898",0.0823494190681057
"899",0.00748601329953896
"900",0.0340890979360777
"901",0.0588675361928056
"902",0.216404409211936
"903",0.00954057704039437
"904",0.0587009542814076
"905",0.0079291407524006
"906",0.0034415372605669
"907",0.0227400839859391
"908",0.0186219383594452
"909",0.0200106485185265
"910",0.435451998089652
"911",0.0161918320263649
"912",0.971871154716402
"913",0.100859367116291
"914",0.655190452983908
"915",0.0074852657047879
"916",0.617814209388192
"917",0.00437294920566151
"918",0.274760741969705
"919",0.130282571480183
"920",0.00749550711759326
"921",0.0569101939952108
"922",0.584506396820385
"923",0.00245764751746204
"924",0.115852233677482
"925",0.0730719312580905
"926",0.107303805397186
"927",0.00992109632079791
"928",0.177214243845051
"929",0.012692444415506
"930",0.520263101079436
"931",0.386105318707353
"932",0.071542796348328
"933",0.306147458461198
"934",0.121646986452278
"935",0.0776637190837057
"936",0.00284482972517714
"937",0.164273387555583
"938",0.108485270317043
"939",0.0408222195417101
"940",0.034844812739032
"941",0.460833401286534
"942",0.111200868928868
"943",0.0160339302983227
"944",0.0696394213702971
"945",0.0113297006498376
"946",0.0643662854268001
"947",0.715170653747776
"948",0.891469629228172
"949",0.285963874973012
"950",0.0863900454302594
"951",0.0431372402101949
"952",0.194949477996417
"953",0.78101096460729
"954",0.126462099731353
"955",0.0357683149028463
"956",0.00758457099435816
"957",0.0265856310143214
"958",0.10756704195832
"959",0.00260271250021628
"960",0.0300232377170137
"961",0.0131950088022814
"962",0.338578441605408
"963",0.0550248505416436
"964",0.028204901598757
"965",0.0928590302665994
"966",0.0143051213124076
"967",0.134997242645776
"968",0.0801833639635642
"969",0.0320707519876878
"970",0.0108471994275135
"971",0.248102798890234
"972",0.0882911910309493
"973",0.0280182074808188
"974",0.0303186237848444
"975",0.43153610713398
"976",0.633660954960777
"977",0.147689640822955
"978",0.01033614019674
"979",0.00294265850214149
"980",0.273152295912397
"981",0.639319972402605
"982",0.373466052630312
"983",0.00578346987981239
"984",0.00389258624147746
"985",0.223964251581208
"986",0.0918213673490283
"987",0.223125739221705
"988",0.0787961115280739
"989",0.241537158968351
"990",0.133411262009864
"991",0.0844140303095434
"992",0.274879613048154
"993",0.00393823857218014
"994",0.111312018775631
"995",0.0113999707018114
"996",0.634148188398472
"997",0.12110656364887
"998",0.306360825991931
"999",0.054262627558788
"1000",0.00647674974586544
"1001",0.209721059552412
"1002",0.475973545570505
"1003",0.0542680858990301
"1004",0.115330505729578
"1005",0.0937260697337204
"1006",0.641353573922046
"1007",0.742289553890274
"1008",0.601638541746667
"1009",0.00157095327104799
"1010",0.00607239126706194
"1011",0.000116266271191426
"1012",0.323689175130163
"1013",0.871300280615088
"1014",0.0327388213933491
"1015",0.0364571449755315
"1016",0.0263649281068274
"1017",0.301292944402512
"1018",0.336393140879001
"1019",0.253969869863075
"1020",0.174025259715393
"1021",0.0121421627370566
"1022",0.707464288899937
"1023",0.0708103785928322
"1024",0.0294319509049771
"1025",0.00245127708580671
"1026",0.037167198585807
"1027",0.0186640865896882
"1028",0.072190466442034
"1029",0.268433964277611
"1030",0.00908816847813203
"1031",0.0235102928849713
"1032",0.0136269461631734
"1033",0.737230423775139
"1034",0.0393556462194453
"1035",0.383504053018819
"1036",0.0604833431360623
"1037",0.752369790952766
"1038",0.0428003588952587
"1039",0.0329291299592094
"1040",0.0397004042700789
"1041",0.00181863103818675
"1042",0.0402955956415086
"1043",0.0816632475535255
"1044",0.00610472164197118
"1045",0.0196029823355212
"1046",0.00564114489368336
"1047",0.170819784653307
"1048",0.0672768459877777
"1049",0.210377605277914
"1050",0.079270865475601
"1051",0.146419927274923
"1052",0.203466276542513
"1053",0.0187391206576049
"1054",0.010407997564505
"1055",0.00289674598477962
"1056",0.0599643734167881
"1057",0.159269359116732
"1058",0.839960217836854
"1059",0.5324488214548
"1060",0.224612060996275
"1061",0.964830884996176
"1062",0.128489395892438
"1063",0.530132636632882
"1064",0.0367252292211111
"1065",0.00955181476493579
"1066",0.0867517043464124
"1067",0.0840393152172343
"1068",0.152660326387967
"1069",0.858221585349753
"1070",0.16283225225261
"1071",0.186852009742323
"1072",0.149345139132769
"1073",0.015650569012104
"1074",0.0729978332124035
"1075",0.23219558002224
"1076",0.0474242270922906
"1077",0.0405210794539818
"1078",0.59464394900491
"1079",0.00410206325431918
"1080",0.0217700270545659
"1081",0.0119776933188612
"1082",0.0612243513499507
"1083",0.226821542249047
"1084",0.239754300512404
"1085",0.162588910237772
"1086",0.208791977622815
"1087",0.151694439577829
"1088",0.248872215997668
"1089",0.411289651234544
"1090",0.119048300456362
"1091",0.046590634735759
"1092",0.0411824360284414
"1093",0.00573305565387051
"1094",0.0444942958963311
"1095",0.030456037111439
"1096",0.54068903052351
"1097",0.0702075979669407
"1098",0.284147023516834
"1099",0.015446300180686
"1100",0.0171929963326768
"1101",0.0831313461071301
"1102",0.0532358181108812
"1103",0.489005864283696
"1104",0.0321936554809037
"1105",0.0958265008486208
"1106",0.0720507687226093
"1107",0.0536082096263982
"1108",0.0279357525479298
"1109",0.383204172704797
"1110",0.175975760551553
"1111",0.644489060745577
"1112",0.00120723879215076
"1113",0.0342088863987267
"1114",0.0108034623810973
"1115",0.204942656497436
"1116",0.294292071357257
"1117",0.0066626364839367
"1118",0.14648464691371
"1119",0.0533328143984911
"1120",0.0442485155200598
"1121",0.112010977884143
"1122",0.220449648644915
"1123",0.589323149221347
"1124",0.239669441308403
"1125",0.00794964335614589
"1126",0.0107319150272852
"1127",0.107441984982799
"1128",0.00465134904957991
"1129",0.502271055859435
"1130",0.0639650521686331
"1131",0.0468149881995348
"1132",0.0718138377907281
"1133",0.0249679725540218
"1134",0.02452339808611
"1135",0.0848944091015136
"1136",0.0262477705896884
"1137",0.550189565387679
"1138",0.536504314499911
"1139",0.0824994383780491
"1140",0.00300646729448085
"1141",0.00288221898418554
"1142",0.0721968084578439
"1143",0.896703161946121
"1144",0.307904763384966
"1145",0.363533186091144
"1146",0.464870096677194
"1147",0.0040740271765033
"1148",0.0578878265493599
"1149",0.00604943014542155
"1150",0.188216706541807
"1151",0.0337687103392297
"1152",0.0787347919551294
"1153",0.0493838403911079
"1154",0.85930154101898
"1155",0.00955594006935644
"1156",0.0214403475597268
"1157",0.0204775913888353
"1158",0.000787559499234168
"1159",0.0111609350913789
"1160",0.0792016840865701
"1161",0.00331830042053973
"1162",0.00582887034194442
"1163",0.242608398622896
"1164",0.0499251566551945
"1165",0.199741581980247
"1166",0.259977992979784
"1167",0.0118951675513173
"1168",0.805381919233968
"1169",0.345855314600434
"1170",0.0882186096750032
"1171",0.0750359899294973
"1172",0.93530234189521
"1173",0.522721175698111
"1174",0.0105738429927751
"1175",0.00170020169499224
"1176",0.0222048488942582
"1177",0.00410067648123284
"1178",0.00628679973112312
"1179",0.247256158049039
"1180",0.00677359133840305
"1181",0.09304533213211
"1182",0.0286112770117275
"1183",0.00224580376573805
"1184",0.00767550673933621
"1185",0.00636271807903514
"1186",0.018185440504977
"1187",0.639184690930049
"1188",0.00517636744206791
"1189",0.627376705962807
"1190",0.00533131050908393
"1191",0.00542865744167538
"1192",0.0255167627356623
"1193",0.382889045688385
"1194",0.219315662993666
"1195",0.00224128495238125
"1196",0.0904151798629188
